Player,Player Bio,Player Grades,Draft Class,Link
Richie Brown,"Displaced from his home in Long Beach, Mississippi due to Hurricane Katrina, Brown and his family stayed in Florida for a few months before returning home. He excelled in high school for Long Beach, earning Parade All-American notice as the Mississippi 5A Defensive Player of the Year. Staying in-state to play for the Bulldogs, Brown redshirted in 2012 and was a key reserve on defense in 2013 (38 tackles, three TFL, two sacks, five pass break-ups) and 2014 (50 tackles, TFL, three interceptions -- all vs Texas A&M). Brown took over the starting Mike job in 2015 (after marrying former MSU softball player Erin Nesbit), leading the team with 109 tackles (13 for loss) and 6.5 sacks. He led the team again in tackles with 102 (four TFL, 1.5 sacks) in 2016.",5.4,2017,https://www.nfl.com/prospects/richie-brown/32004252-4f61-8951-6b98-86fe83967602
Billy Brown,"Academic issues prevented Brown from going to a FBS school after high school (he had interest from West Virginia and Maryland), so he chose to attend Division II Shepherd University instead of a junior college. His 6-foot-4, 240-pound frame made him a major matchup problem at that level. As a freshman, Brown started three games (25-323, five TDs) and received honorable mention all-conference honors. After a redshirt season, he started nine of 10 contests in 2014 (30-676, six TDs), earning second-team All-Mountain East Conference honors. Brown's game took off the past two seasons. He garnered first-team all-conference and third-team AP Little All-American honors in 2015 with 89 catches for 1,492 yards and 10 scores. Brown started all 14 games for the second straight year this fall, leading D2 by bringing in 99 passes and finishing second nationally with 1,580 yards and 22 touchdowns.",5.4,2017,https://www.nfl.com/prospects/billy-brown/32004252-4f26-9169-4ea8-7c4f75d67f0b
Pharaoh Brown,"Brown has reportedly had multiple off-field issues since arriving in Eugene, including two fights with teammates and a domestic violence incident that did not result in charges because the authorities determined that his girlfriend was the instigator. Brown also nearly had his leg amputated after a horrific leg injury against Utah in November 2014, though after multiple surgeries he managed to get back on the field for the Ducks in 2016, earning first-team All-Pac-12 honors (33-426, five TD in nine games). Before the injury in his junior year, Brown was a first-team all-conference pick with 25 catches for 420 yards and six scores. The football and basketball star from Ohio played in 12 games as a freshman in 2012, catching two passes for 42 yards. Brown started five times as a sophomore (10-123, two TD), although he had a leg injury in August that kept him out of the season's first three games.",5.4,2017,https://www.nfl.com/prospects/pharaoh-brown/32004252-4f57-9945-abde-cbb5718c7254
Daniel Brunskill,"Brunskill moved from tight end to left tackle before his senior year at San Diego State, and wound up garnering a second-team All-Mountain West nod at the position. He was a walk-on with the Aztecs, coming out of high school as a second-team all-state pick at center, and didn't earn a scholarship until before his junior year. After winning the team's Co-Offensive Scout Player of the Year in 2012, Brunskill played in all 13 games as a blocking tight end the following season. He had his first receptions the following year (5-31, TD), starting four times. Brunskill garnered honorable mention All-Mountain West honors in 2015, starting all 14 games at tight end (10-112, two TD).",5.4,2017,https://www.nfl.com/prospects/daniel-brunskill/32004252-5574-1545-fb42-314646af606b
Austin Carr,"While the 2016 Big Ten Receiver of the Year displays plenty of talent on the field, he also had the musical chops to win the school's Student-Athlete Talent Show in 2013. At that point in his football career, he was searching for a position. He redshirted as a preferred walk-on in 2012 and then didn't see the field the following season as he moved from running back to wide receiver. Carr got on the field a bit in 2014 (7-100) and then contributed enough as a junior (16-302, two TD) to receive a scholarship. His play took off as a senior, receiving first-team All-Big 12 honors in addition to the aforementioned receiver award as he snatched 90 throws for 1,247 yards and 12 scores.",5.4,2017,https://www.nfl.com/prospects/austin-carr/32004341-5234-3555-1b9e-f8328ba90eca
Cethan Carter,"A highly-recruited multi-purpose offensive player out of Louisiana, Carter eschewed advances from schools like LSU and Miami to go to the Midwest. He got on the field right away, playing in every game and starting six, catching 10 passes for 127 yards. His sophomore season was derailed by a mid-season foot injury, though he started eight games and caught six passes for 98 yards and one score. Cornhusker coaches sat Carter and four other teammates for the 2015 season opener because they violated team rules. He started 11 games that year, though, snatching 24 balls for 329 yards and two scores to garner honorable mention honors from Big Ten media members. Carter also missed significant time in 2016 with an elbow injury but still was voted honorable mention All-Big Ten in 10 games played (19-190, TD).",5.4,2017,https://www.nfl.com/prospects/cethan-carter/32004341-5262-7385-e80e-279145425642
Lucas Crowley,"Crowley was one of the top five high school center recruits in the country in 2012, and played for a coach in Ponte Vedra who knows about high-level offensive play in former Florida quarterback Shane Matthews. Crowley actually started one game as a true freshman against Pittsburgh, taking on an All-American and future NFL All-Pro in Aaron Donald. He's been in the middle for the Tar Heels as the leader of the offensive line ever since, only missing one game with a sprained ankle in 2014. Crowley was a third-team All-ACC pick in 2015 and a second-team selection as a senior.",5.4,2017,https://www.nfl.com/prospects/lucas-crowley/32004352-4f78-0440-1b85-c02a5130b16a
Kevin Davis,"A Parade High School All-American as a senior, Davis signed up to play in his home state. The past two seasons, he's been one of the best linebackers west of the Mississippi. The 2016 second-team All-Mountain West pick led the Rams with 110 tackles, 10.5 for loss, three sacks and four forced fumbles (tied for 10th nationally). Great things were expected from Davis this year because of his first year as a starter in 2015, where he earned honorable mention all-conference recognition as CSU's top tackle (101, 14 for loss). It took Davis a couple of years to reach his potential, however, due to injuries. He was injured on the opening kickoff against Hawaii his freshman year, keeping him as a reserve in eight games (23 tackles). Davis was granted a medical redshirt the next season after four games (one tackle) on special teams. He missed two more games with an ailment in 2014, but wound up starting one game and making 22 tackles (2.5 for loss, sack) in 11 games that season.",5.4,2017,https://www.nfl.com/prospects/kevin-davis/32004441-5651-3779-59f5-09cba4436256
Brooks Ellis,"The Razorbacks kept one of their best talents in-state when they signed Ellis, a two-time state Defensive Player of the Year and state champion. He impressed the coaches enough to get into the starting line-up for the final four games as a true freshman (33 tackles, two for loss) and racked up 10 tackles against LSU in the season finale. He made plays regularly as a sophomore starter (72 tackles, 5.5 for loss, two interceptions, five pass break-ups), and then led the Razorbacks with 102 tackles in 2015 (eight for loss, 1.5 sacks, three PBU). Ellis, a pre-med major with a 3.8 grade point average, was tops on the team again as a senior (83, seven TFL, six PBU).",5.4,2017,https://www.nfl.com/prospects/brooks-ellis/3200454c-4c42-1065-7e82-ab1faadec4a8
Darius English,"English saw a spike in his sack production this year and he does have enough athleticism to get around the corner as a rusher if his hands are right. However, he simply isn't strong enough to play on early downs and will have to convince a team that he can become a situational pass rusher.",5.4,2017,https://www.nfl.com/prospects/darius-english/3200454e-4748-0848-d0a4-9a6bd38e7411
Jermaine Grace,"Miami's leading tackler in 2015 did not get to finish his career with the Hurricanes in 2016, as he was dismissed with teammate Al-Quadin Muhammad after breaking NCAA rules through their dealings with an exotic car rental agency. He did graduate, as Miami allowed him to stay on scholarship in the fall, then decided to leave for the NFL instead of attempting to be reinstated. Grace started his career as a special teams player in 2013 (eight tackles) and then was an oft-used back-up linebacker as a sophomore (60 tackles, 6.5 for loss, three sacks). He was the 'Canes top linebacker as a junior, racking up 79 tackles, six for loss, two sacks, and five pass break-ups.",5.4,2017,https://www.nfl.com/prospects/jermaine-grace/32004752-4104-2360-d580-e3381965bc87
Karel Hamilton,"There's been no stopping Hamilton since he arrived at Samford University as an all-state pick from Valrico, Florida. He was a Southern Conference All-Freshman team pick in 2013 after starting 10 games and making 38 receptions for 657 yards and seven touchdowns. Hamilton picked up his first of three straight first-team All-SoCon honors in 2014 (55-877, six TD), and had similar production in his junior year (75-880, four TD receiving; 5-179, TD on kickoff returns). His game exploded in 2016, however, as he garnered first-team Associated Press All-American notice by ranking second in the FCS with 111 receptions and 126.3 receiving yards per game (1,389 total). Hamilton also scored 14 times on the year, and set school records for receptions and receiving yards.",5.4,2017,https://www.nfl.com/prospects/karel-hamilton/32004841-4d24-3824-aff8-56f6856f1f9a
Bug Howard,"Howard has the height and weight part, but is missing the speed and that could make finding a draft-day home a challenge. Howard is a possession receiver who can work in traffic and catch what is thrown to him, but he is unable to create enough separation with his routes. Howard's lack of special teams experience is another obstacle he may have to overcome to make a roster.",5.4,2017,https://www.nfl.com/prospects/bug-howard/3200484f-5722-9668-8276-3db73c8d6912
Hayden Hunt,"Hunt was a two-sport star at vaunted Long Beach Poly, an all-region placekicker, and four-time all-conference baseball player. He redshirt in 2012, then grabbed the job the next year (41.9 gross average, 14 punts inside the 20-yard line vs. four touchbacks). Hunt improved as a sophomore, earning honorable mention All-Mountain West honors (43.8 gross avg, 14 inside 20 vs four TB). A Ray Guy award finalist in 2015, Hunt ranked fifth in FBS in gross punting average (46.0 yards) and led the nation in net average (41.96) most of the year. The second-team All-Mountain West pick had 18 fair catches forced, 24 dropped inside the 20, and just a single touchback, all among the best figures in the country. Hunt was a first-team all-conference selection as a senior (44.3 gross avg., 40.9 net avg., 22 inside of 20, two TB) and also held for placements.",5.4,2017,https://www.nfl.com/prospects/hayden-hunt/32004855-4e24-4784-7946-603727fb82fe
Cameron Johnston,"Johnston is another Australian import who played Aussie Rules football until the age of 21 when he showed up in Columbus to claim the open job. It didn't take him long to earn fans' trust, as he led the Big Ten with 44 gross yards per punt, forced 24 fair catches in 49 boots, putting 31 of them inside the 20-yard line (63.3 pct mark led the FBS) against just two touchbacks. Johnston was an honorable mention all-conference selection the following year, increasing his gross average (45.1), forcing 17 fair catches on 48 kicks and placing 26 inside the 20. As a junior, Johnston was second-team All-Big Ten (43.9 gross average, 21 fair catches, 26 inside the 20 and seven TB). He then moved up to a second-team All-American spot and Ray Guy Award finalist in his senior year (46.7 gross avg., 24 fair catches in 56 punts, 26 inside the 20, five TB).",5.4,2017,https://www.nfl.com/prospects/cameron-johnston/32004a4f-4879-5940-2d22-237a7cd96c97
Kyle Kalis,"Kyle's father, Todd, was an offensive lineman at Arizona State and in the NFL for eight seasons. The younger Kalis would like to have a long pro career, as well, but also wishes to be a WWE wrestler at some point in the future. The Parade All-American originally committed to Ohio State but switched to Michigan when NCAA sanctions hit the Buckeyes program. In his redshirt freshman and sophomore seasons, Kalis started at right guard on a part-time basis (nine in 2013 and seven in 2014, playing in 24 games). He was an honorable mention All-Big Ten selection in 2015 after starting all 13 games, and a second-team all-conference pick as a senior.",5.4,2017,https://www.nfl.com/prospects/kyle-kalis/32004b41-4c40-3290-3774-c056fedf15d2
Alex Kozan,"Kozan and the McCaffrey brothers, Christian and Max, helped Denver metro area Valor Christian High School win multiple state titles. He considered going to Iowa, but eventually signed with Auburn as a four-star recruit. SEC coaches named him to the conference All-Freshman squad one season after he redshirted, as he started all 14 games at the left guard spot. Kozan missed the 2014 season due to a back injury, but returned to lineup on the left side of the line for all 13 games the following season. He completed his career as a War Eagle by winning second-team All-SEC honors, again starting every game at left guard.",5.4,2017,https://www.nfl.com/prospects/alex-kozan/32004b4f-5a12-4439-94e7-e7ec8311736f
Jerome Lane,"Lane wasn't a well-known football recruit coming out of high school, partially because he was expected to follow in his father's footsteps on the basketball court. Jerome Lane, Sr. was a big-bodied star forward at the University of Pittsburgh in the late 1980s, but told his son to play football. Since moving to receiver after the 2014 season, however, Lane has shown the physicality and hands that are indicative of a basketball player. He redshirted in 2013 and played 12 games at safety and linebacker on defense the following year (14 tackles, five sacks, safety). Lane played all 13 games (starting 11) at receiver as a sophomore, catching 39 passes for a team-leading 782 yards and eight scores despite having surgery on a torn ligament before the season. Coming into his own in 2016, he was a third-team All-MAC pick with 62 receptions covering 1,018 yards and six touchdowns.",5.4,2017,https://www.nfl.com/prospects/jerome-lane/32004c41-4e31-3880-d452-02de1ab28082
Javarius Leamon,"Leamon was a top-30 offensive tackle prospect nationally from Woodruff, South Carolina, and originally signed on to play at Clemson. He couldn't qualify academically to play at Death Valley, so off to South Carolina State he went. Leamon was a second-team All-MEAC pick as the Gamecock's starting left tackle in 2016 after making the first-team all-conference squad as a junior. He was a part-time starter at left tackle as a redshirt freshman (played in 11 games, starting final three games) and sophomore (six starts in seven games), as well.",5.4,2017,https://www.nfl.com/prospects/javarius-leamon/32004c45-4148-7963-8bc3-0c68460ac83e
Shalom Luani,"Luani has the ball production and enough flashes on tape that scouts will be forced to keep him alive in their draft meetings. While Luani showed some improvement as a tackler, Washington State was forced to protect him by playing him in more underneath zone where he was able to cover and not worry about being the last line of defense. Luani likely needs to get his start as a special teams cover man, but without fundamental tackling, that could be a challenge.",5.4,2017,https://www.nfl.com/prospects/shalom-luani/32004c55-4144-4954-cf6a-ca2410c3b470
Keevan Lucas,"At the age of 14, Lucas had more tragedies in one week than most college football players had in their entire lives. His mother passed away from a brain aneurysm, and then three days later, his grandmother died from a heart attack and stroke. Lucas has managed to work through that difficulty to star with the Golden Hurricane over the past four years. He played in all 12 games, starting five, as a true freshman (32-442, one TD). Lucas had a breakout year as a sophomore, receiving second-team All-American Athletic Conference honors by finishing near the top of the FBS rankings with 101 receptions and 1,219 receiving yards, while leading the AAC with 11 touchdowns. He started the next season strong, starting four games (26-409, five TD) before tearing a patella tendon against Houston. That setback didn't prevent him from coming back with a purpose in 2016; he garnered first-team All-AAC accolades in his senior year with 81 catches for 1,180 yards and a career-high 15 scores.",5.4,2017,https://www.nfl.com/prospects/keevan-lucas/32004c55-4307-2456-1594-41e78d00027b
Greg Mabin,"Wiry cornerback playing opposite Desmond King was picked on frequently by opponents and struggled to rise to the occasion. Flashes some potential at times, but his lack of recovery speed and lack of coverage versatility could limit his opportunities to make a roster.",5.4,2017,https://www.nfl.com/prospects/greg-mabin/32004d41-4220-6573-a4e5-f1a2df708ea3
I'Tavius Mathers,"Although Mathers was Mr. Football for Class AAA with 2,614 rushing yards as a senior in Murfreesboro, he did not sign with his hometown school, Middle Tennessee State. Ole Miss won his letter of intent, so he went off to Oxford in 2012. He played in every game as a true freshman (27-208, one rushing touchdown) and actually led the Rebels in rushing despite starting only one game in 2013 (95-563, three TDs rushing; 10-83 receiving). Mathers' touches decreased (67-290, three TDs rushing, 6-49 receiving) the following year, however, leading him to transfer to MTSU. He sat out the 2015 season as a transfer and did not participate in spring 2016 practices to get healthy. The result was a first-team All-Conference USA season where he became just the seventh player in FBS history with 1,500 rushing yards and 500 receiving yards. He set a school record with 1,561 yards (his 232 carries also included 17 touchdowns) and all-purpose yards (66-633, three receiving touchdowns).",5.4,2017,https://www.nfl.com/prospects/i-tavius-mathers/32004d41-5408-5210-1cee-495b37e06919
Arthur Maulet,"Maulet was an all-state soccer player, an all-district punter, and a cornerback while in high school. His footwork will be more coveted by NFL scouts in the secondary than on special teams, however. Maulet began his collegiate career at Copiah-Lincoln Community College, earning second-team all-Mississippi junior college notice as a sophomore (five interceptions, 20 pass breakups) and starting all nine games as a freshman (37 tackles, one INT). He played in all 13 games for Memphis after joining the team in 2015, starting eight games, making 38 tackles, intercepting two passes and leading the team with seven pass breakups. Maulet became a defensive team leader for the Tigers in 2016, racking up 73 stops, 7.5 for loss, 4.5 sacks, two forced fumbles, two interceptions, and a team-leading 13 pass breakups. He had 11 tackles and three sacks against Western Kentucky in the Boca Raton Bowl.",5.4,2017,https://www.nfl.com/prospects/arthur-maulet/32004d41-5547-5233-80cb-174c6c903503
Taylor McNamara,"Growing up in San Diego, McNamara probably dreamed of playing the for Trojans. However, he had planned on signing with Arizona and their head coach, Mark Stoops out of high school. When Stoops was fired, McNamara decided to join the Stoops brothers in Norman, Oklahoma. Things didn't quite work out there, however, as he had to redshirt the 2012 season after two games (one start, no catches) due to a shoulder injury. McNamara played limited minutes over the next two seasons (three games, one catch for four yards in 2013; six games, no catches in 2014) before moving back to California as a graduate transfer for the 2015 season. USC coaches saw his potential, starting him in all 14 games that season (12-83, four scores) and then 11 of the 12 games played this fall (12-111, one TD).",5.4,2017,https://www.nfl.com/prospects/taylor-mcnamara/32004d43-4e23-1642-ef3f-d981f185dde0
Calvin Munson,"Coming out of St. Charles, Missouri's Francis Howell High School, Munson had the choice of playing college football or going into minor league baseball as a 31st-round pick of the home-state Cardinals. He chose to follow his father's footsteps in football (Kurt was a defensive lineman at Oregon State). After playing 11 games as a reserve as a true freshman (four tackles), Munson entered the starting lineup with a bang. He was the team's Defensive Player of the Year and an honorable mention All-Mountain West pick with 83 tackles, 10.5 for loss, four sacks and four interceptions (one touchdown). His production increased as a junior, and he garnered first-team all-conference honors as a result (98 tackles, 15 for loss, 9.5 sacks, two INTs, two forced fumbles). Munson repeated those accolades in 2016, leading the team with 116 stops, 11 for loss, and 4.5 sacks.",5.4,2017,https://www.nfl.com/prospects/calvin-munson/32004d55-4e73-2570-8063-ce488a2486bb
Montae Nicholson,"The Spartans' poor 2016 season caused Nicholson's play to be overshadowed by Ohio State and Michigan defensive backs. NFL scouts know, however, that Nicholson's athleticism and aggression make him a potential starter. He was an all-state football player and three-time track champion as a high school senior in Pennsylvania, then stepped into the starting lineup as a true freshman (three starts, 31 tackles). Nicholson tied for the team lead with three picks in 2015, making 83 stops, 2.5 for loss and helping MSU make the college football playoffs. He also participated on the track squad, placing sixth in the Big Ten Indoor meet in the long jump. As a junior, he made 86 tackles, two for loss, and intercepted one pass.",5.4,2017,https://www.nfl.com/prospects/montae-nicholson/32004e49-4360-4440-f36b-df03f0e47846
Hardy Nickerson,"Nickerson is a try-hard WILL linebacker in a 4-3 defensive front who might lack the instincts and consistency to make an NFL team. While the tackle production is solid, third day (Rounds 4-7) draft pick and special teams performer could be his ceiling. Based off the tape, making an NFL roster could be difficult.",5.4,2017,https://www.nfl.com/prospects/hardy-nickerson/32004e49-4366-1907-c391-dc6621edec42
Speedy Noil,"The only person that can stop Noil is Noil himself. He was rated as the nation's top ""athlete"" recruit as a star high school player from New Orleans, and excelled in his first year with the Aggies as a receiver (five starts, 46-583, five TDs) and returner (27-645 kick returns; 15-180 punt returns), leading the team in all-purpose yards. Noil began running into trouble after that season, being suspended for spring 2015 practices, for a game in November, and for the bowl game that season. He played in just nine games, starting three (21-226, two TDs receiving; 11-241 kick returns; 2-17 punt returns). Noil was forced to sit out the 2016 opener, as well as their bowl game. He finished with eight starts in 10 games, catching 21 passes for 325 yards and two touchdowns. Noil chose to go to the NFL instead of returning to college after his latest suspension.",5.4,2017,https://www.nfl.com/prospects/speedy-noil/32004e4f-4938-5627-da5b-a00de4ce96f0
Marcus Oliver,"Javier Demarcus Oliver goes by Marcus, a name that scouts have gotten to know over the past couple of seasons as he made plays for the Hoosiers. He showed skills early, making 37 tackles as a reserve linebacker as a true freshman in 2013. Unfortunately, he suffered a torn ACL three games into his sophomore year (10 tackles), leading to a medical redshirt. There was no slowing down Oliver in 2015, as he led the team with 112 tackles, 6.5 for loss, intercepted two passes, broke up another and forced four fumbles on the year. He was named honorable mention All-Big Ten in his junior 2016 season (96 tackles, 15.5 for loss, four sacks), tying for fifth in the FBS with five forced fumbles.",5.4,2017,https://www.nfl.com/prospects/marcus-oliver/32004f4c-4945-3699-6074-b49ec1230103
Kenneth Olugbode,"Kenneth is one of three brothers to have played college football; Kyle played safety at Stanford and Kristoffer was a running back at Idaho. This Olugbode (oh-lew-bo-day) has the best chance to play in the NFL as a three-year starter for Colorado. He played in all 12 games as a reserve in 2013 (six tackles) before earning the team's Most Outstanding Defensive Player at the WILL linebacker spot as a sophomore (83 tackles, one for loss, three pass break-ups). Olugbode moved to the Jack inside 'backer spot the next year (80 tackles, two TFL, four PBU), though he missed two games with a scary shin injury that required surgery. In his senior year, Olugbode garnered honorable mention All-Pac-12 honors by leading the team with 115 tackles, six for loss.",5.4,2017,https://www.nfl.com/prospects/kenneth-olugbode/32004f4c-5523-7309-3dc7-00d91e602977
Zach Pascal,"Most college football programs viewed Pascal as a cornerback prospect coming out of high school, but he proved his ability to make plays on offense during his four years at ODU. He was a five-game starter as a redshirt freshman, making 41 catches for 534 yards and six touchdowns that season. Pascal started every game the next year, finishing second on the team with 59 receptions for 734 yards and seven scores. He was the team's focal point on offense in 2015, earning second-team All-Conference USA notice for his receiving (68-970, eight TDs), rushing (15-165, TDs) and return (20-440 on kickoffs) skills. Pascal duplicated the second-team all-conference effort last season, again making plays in multiple ways (65-946, nine TDs receiving; 23-145 rushing; 12-315 kick returns) and becoming the school's all-time receptions leader (233).",5.4,2017,https://www.nfl.com/prospects/zach-pascal/32005041-5303-5497-62e8-1fb281a506b7
Michael Rector,"A three-sport star in high school (23 goals in soccer as a junior and was a sprinter on the track team), Rector hopes to follow former Stanford receiver Doug Baldwin as an underrated NFL prospect who prospers at the next level. After a redshirt season, he was Stanford's Most Outstanding Freshman in 2013 (three starts, 14-431, three TDs). He played in 13 games as a reserve the next season (24-324, two TDs), and then became a starter in his junior year (34-559, seven TDs), scoring twice in the Rose Bowl against Iowa. In his second year as a starter in 2016, Rector's numbers were down as the team's passing game struggled (32-367, three TDs receiving; 5-71, one TD rushing; 4-48 kick returns).",5.4,2017,https://www.nfl.com/prospects/michael-rector/32005245-4365-7432-9001-1e5d06f8b4c8
Fred Ross,"Fred ""The Boss"" Ross earned that nickname with his play with the Bulldogs the past four seasons. He was a Parade All-American as a high school senior (86-1,594, 21 TD) and a four-star recruit. He played in 11 games as a freshman (9-115) and was a regular in the rotation in 2014 (one start in 13 games, 30-489, five TD). Ross became MSU quarterback Dak Prescott's top target as a junior, garnering first-team All-SEC recognition and breaking a school record with 88 receptions (for 1,007 yards and five scores). With Prescott gone, the offense didn't find Ross as often (72-917) but he scored more touchdowns (12) than he had the previous three years combined (10). He was a second-team all-conference pick after the season.",5.4,2017,https://www.nfl.com/prospects/fred-ross/3200524f-5360-0347-4b5c-ddd63c57054d
Karter Schult,"Playing fullback on an eight-man football team in rural Iowa won't get you noticed in recruiting circles. Northern Iowa was the only Division I school to offer Schult, and under the tutelage of former NFL pass rusher Bryce Paup, he's become one of the top players in all of college football. Schult won the Buck Buchanan Award as the top defender in the FCS, as well as the Missouri Valley Football Conference Defensive Player of the Year. He led the FCS with 17 sacks on the year and finished second with 24 tackles for loss, while also forcing two fumbles, blocking a kick and being credited with a safety. The two-time first-team Academic All-American was a national standout as a junior, as well, ranking among division leaders with 23 tackles for loss and 15 sacks among his staggering 82 total stops. In his first two years on campus, he went from freshman reserve (four tackles in 11 games) to regular contributor (32 tackles, eight TFL, 3.5 sacks) before getting into his starring role.",5.4,2017,https://www.nfl.com/prospects/karter-schult/32005343-4862-4703-1528-dd015b6c43e8
De'Veon Smith,"Like many all-state players coming out of Ohio, there's often a choice to make: stay to play with the Buckeyes or go to one of those ""teams up north."" Smith decided to travel for his collegiate career, and has been a four-year contributor for the Wolverines. He played in four games as a true freshman (26-117) and then had a larger role in 2014, starting twice (108-519, six touchdowns). Smith was a regular starter in 2015, leading the team with 753 rushing yards and six touchdowns, as well as 19 catches for 159 yards and one score. He set his career high in rushing yards in 2016 with 846 and rushing touchdowns with 10, earning honorable mention All-Big Ten notice.",5.4,2017,https://www.nfl.com/prospects/de-veon-smith/3200534d-4920-2275-9871-d98e2adc4893
Tony Stevens,"Stevens came to Auburn from Orlando as a top 100 recruit nationally, but he struggled to make an impact until his senior year. He played in 10 games as a freshman, catching five passes for 68 yards and scoring once. The following season, however, he entered only seven contests and made just one grab for 22 yards. Stevens' playing time increased a bit in 2015, starting twice in 11 appearances and grabbing 14 throws for 177 yards and a touchdown. Without a lot of experience in the receiving corps, he stepped up into a playmaking role, leading the team with 31 receptions for 487 yards and three scores and catching the eyes of scouts with his 6-4 frame and athleticism.",5.4,2017,https://www.nfl.com/prospects/tony-stevens/32005354-4565-9244-3e27-3b3b12e11eec
Zach Terrell,"Terrell and Broncos head coach P.J. Fleck helped ""row the boat"" to a MAC championship and 13-1 season, giving the school unprecedented exposure and success. He was a second-team All-MAC pick in 2016, completing a healthy 69.8 percent of his passes (third in the FBS) for 3,533 yards and 33 scores against just four interceptions. Terrell and Fleck led the team to their first-ever bowl win in 2015, as he was a third-team all-conference pick (3,443 yards, 29 TD, nine INT, 67.0 completion pct). He tried to get the win in a bowl game the year before (297 yards, 3 TD vs Air Force in the Potato Bowl), but had to settle for second-team All-MAC honors and leading the conference in completion percentage (67.9, 3.443 yards, 26 TD, 10 INT). Terrell took the reins of the Broncos' offense during his freshman season, starting six times (1,602 yards, eight TD, eight INT, 53.0 completion pct.)",5.4,2017,https://www.nfl.com/prospects/zach-terrell/32005445-5244-1045-c596-d95d82a4afa3
Sam Tevi,"Tevi (pronounced Tevv-ee) suited up as a defensive lineman as a true freshman for the Utes in 2013, playing in 11 games and contributing nine tackles, two for loss, and a sack. Coaches wanted him to move to the offensive line, which Tevi wasn't keen on right away. But he made the switch for the sake of the team, and it's paid off for him personally, as he's now an NFL prospect. He played special teams and occasionally on the line during the 2014 season before earning the starting job on the blind side for all 13 games of his junior campaign. The team needed him to move to the right tackle spot due to injuries on the line, and he flourished there, as well, other than missing two games with a back injury.",5.4,2017,https://www.nfl.com/prospects/sam-tevi/32005445-5627-1136-7757-d813b18d1bd2
Nate Theaker,"Theaker was an All-State pick in Michigan, but couldn't get more than passing glances from MAC schools. He took the scholarship offer from WSU, and hasn't looked back. He redshirted in 2011, then played in 10 games (starting one) at right tackle the following season. Theaker played in all 11 games as a sophomore, starting two at right tackle, before sliding over to the starting spot at right guard in nine of 10 games in 2013 (with one start at RT). He was a first-team All-Great Lakes Intercollegiate Athletic Conference selection as a junior, starting five games at right guard and then moving to right tackle because of injuries along the line. Theaker missed the 2015 season after having back surgery, but bounced back as the team's new starting left tackle last fall. He was named to the Associated Press' Little All-American squad after the season, while also receiving first-team all-conference and GLIAC Offensive Lineman of the Year awards.",5.4,2017,https://www.nfl.com/prospects/nate-theaker/32005448-4505-2671-d3f0-3ce0f3b62ce3
Ahmad Thomas,"Thomas has the experience and success as a special teams player that will give him an advantage when trying to secure a roster spot, but he can't hang his hat on being a box safety or a cover specialist and his lack of deep speed is a concern. Thomas could find himself on the undrafted free agent list with a need to excel on special teams in limited camp reps to have a shot at making a roster.",5.4,2017,https://www.nfl.com/prospects/ahmad-thomas/32005448-4f01-7083-73ef-a88e38f15ec7
Bret Treadway,"Has Day 2 (Rounds 2-3) talent and plays with a level of consistency and tenacity that offensive line coaches dream about. Unfortunately, a lack of NFL mass could be a non-starter for many NFL teams, and if there are also medical concerns to go with it, he could very well go undrafted. However, if his medicals are right and he is able to pack some mass on, he has an opportunity to be taken on the third day (Rounds 4-7) and become an eventual starting center.",5.4,2017,https://www.nfl.com/prospects/bret-treadway/32005452-4540-3290-107a-65d3f760dc4e
Justin Vogel,"Paul Vogel was a middle linebacker at South Carolina, and was on rosters for the Tampa Bay Buccaneers and Houston Oilers in the NFL. His son, Justin, decided to use his foot to follow in his dad's footsteps in a successful college and potential pro career. Vogel signed with Florida coming out of Berkeley Prep in Tampa, but did not see the field in his redshirt or freshman years with the Gators. He decided to walk on at Miami for the 2014 season so that he could participate right away, and won the job (42.8 yards per punt, 20-of-52 punts fair-caught, 21 punts inside the 20-yard line, only one touchback). Vogel was the team's top leg in 2015 (42.5 avg, 20-of-67 fair-caught, 21 inside 20, six touchbacks) but saved his best effort for a second-team All-ACC senior season (43.8 avg, 33-of-64 fair-caught, 25 inside 20, two touchbacks, one blocked).",5.4,2017,https://www.nfl.com/prospects/justin-vogel/3200564f-4726-4860-4742-d1cd3378acb1
Greg Ward,Dual-threat quarterback who consistently found ways to make plays and win. Came into college as a wide receiver and won't have to step blindly into new position. Good speed and has the fluid hips to shake defenders in space after the catch. Coaches praise him for his toughness and football intelligence. Background as quarterback allows him to identify coverages quickly as a wideout. Has some punt return experience at Houston.,5.4,2017,https://www.nfl.com/prospects/greg-ward/32005741-5217-0484-b321-8aea367bc0a5
